"","tracking_id","H20Y_0","H20Y_1","H20Y_2","H2OO_0","H2OO_1","H2OO_2","PQO_0","PQO_1","PQO_2","PQY_0","PQY_1","PQY_2"
"2197","XLOC_002197",37.7725,39.4475,24.9261,26.4666,27.469,34.4164,42.4339,45.9932,37.5657,23.0613,31.5444,37.6298
"2198","XLOC_002198",0,0,0,0,0.0226995,0.0346995,0,0,0.0776104,0,0,0
"2199","XLOC_002199",0.148365,0,0,0.0280502,0,0,0,0,0,0.0972508,0,0
"2200","XLOC_002200",0,0,0.168094,0.0270438,0,0,0,0,0.121423,0.11719,0,0.0554033
"2201","XLOC_002201",0.708586,0,0.0811595,0.638596,0.349176,1.24663,0.0944998,0.424722,0.672214,0.580481,0.0742231,0.290968
"2202","XLOC_002202",0.203637,0.0476543,0.156697,0.24032,0.18396,0.0563186,0.343247,0.20342,0.00601261,0.528229,0.221427,0.197083
"2203","XLOC_002203",0.186905,0.262271,0,0.0353148,0.108073,0.124027,0.109629,0.067225,0.132228,0.13781,0.0430678,0.0844315
"2204","XLOC_002204",0.834994,0.247709,0.700896,0.230758,0.294381,0.382896,0.179184,0.158705,0.122484,0.767443,0.343917,0.275965
"2205","XLOC_002205",273.125,478.732,181.793,86.062,107.061,105.846,64.1538,104.647,137.052,189.227,196.458,311.94
"2206","XLOC_002206",0.318595,0.615937,0.623965,1.2491,0.81347,0.518249,0.591634,0.413159,0.773838,0.587188,0.749861,1.12364
"2207","XLOC_002207",27.3524,37.5628,41.3164,10.8575,13.1572,13.5935,9.30731,7.24709,7.78297,35.1834,23.428,22.3047
"2208","XLOC_002208",3.32037,3.23046,1.47719,0.846456,0.575943,0.734436,0.6329,0.398067,0.317158,1.55044,0.560726,0.578474
"2209","XLOC_002209",0.096093,0.0599643,0,0.0907239,0,0,0.140872,0,0.158571,0,0,0.0207069
"2210","XLOC_002210",0.431989,0.166441,0.191997,0.575783,0.642726,0.393431,0.931352,0.563528,0.602245,0.374707,0.292582,0.131192
"2211","XLOC_002211",0,0,0,0.144659,0.138422,0,0,0.109121,0.225344,0,0,0
"2212","XLOC_002212",26.5992,28.5101,30.811,39.4257,43.5105,42.0435,31.1273,36.1041,49.2487,31.7631,28.4246,29.6311
"2213","XLOC_002213",0.0962902,0.360317,0,0.0909114,0.0695868,0,0.0941149,0.115431,0,0,0.739059,0
"2214","XLOC_002214",0.60304,0.877926,0.967444,0.734432,0.62663,0.627437,0.730666,0.543256,0.65766,0.993863,0.703867,0.538735
"2215","XLOC_002215",30.6336,27.1231,41.5659,59.4351,53.6635,50.1545,70.044,70.6308,56.6307,35.4088,45.085,44.307
"2216","XLOC_002216",6052.07,4973.44,4440.92,1404.67,1770.18,2148.49,1836.97,1307.82,1750.6,4134.19,2370.1,2369.42
"2217","XLOC_002217",0.398214,0.744976,0.501386,0.329217,0.26377,0.477203,0.0731784,0.696095,0.0939454,0.435057,0.140071,0.064226
"2218","XLOC_002218",0.202115,0,0.0565685,0.636054,0.146057,0.298011,0.69139,0.282662,1.02479,0.220772,0,0.260802
"2219","XLOC_002219",250.494,289.587,268.384,222.518,217.285,232.796,288.084,251.018,294.725,259.044,244.271,261.127
"2220","XLOC_002220",580.121,459.708,282.133,73.3074,73.9271,89.2951,121.483,96.7955,125.796,285.743,159.637,197.722
"2221","XLOC_002221",0,0,0,0,0,0,0.0753445,0,1.14533,0,0,0
"2222","XLOC_002222",3.30921,2.64595,1.78059,1.3619,0.960685,1.72035,1.67252,1.44102,1.80101,2.01579,2.34455,1.2957
"2223","XLOC_002223",1359.21,1324.72,1273.56,1198.11,1096.96,1217.59,1199.68,1085.77,1327.01,1666.11,1490.34,1420.37
"2224","XLOC_002224",0.938422,1.3468,0.679646,0.376237,0.13004,0.270097,0.386499,0.177202,0.136407,0.91619,0.589418,0.20732
"2225","XLOC_002225",0,0,0,0,0,0,0,0,0,0,0,0
"2226","XLOC_002226",0,0,0,0,0,0,0,0,0,0,0,0
"2227","XLOC_002227",0,0,0,0,0,0,0,0,0,0,0,0
"2228","XLOC_002228",0,0,0,0,0,0,0,0,0,0,0,0
"2229","XLOC_002229",0,0,0,0,0,0,0,0,0,0,0,0
"2230","XLOC_002230",0.341097,0.478644,0.0477123,0.0536677,0.32867,0.377218,0.444523,0.477055,0.0201037,0,0.0436273,0.0366733
"2231","XLOC_002231",140.152,134.486,135.297,104.25,121.173,139.603,92.5451,86.3463,125.692,134.407,118.808,122.227
"2232","XLOC_002232",0,0.276097,0.578955,1.02189,0.568876,0,0,0.0594454,0.209056,0.0807997,0.453461,0.254079
"2233","XLOC_002233",0.556483,0.628667,0.233629,1.07209,1.55745,0.358828,0.758783,0.444583,0.557492,0.265812,0.33803,0.29907
"2234","XLOC_002234",0,0,0,0,0,0,0,0,0,0,0,0
"2235","XLOC_002235",0,0,0,0,0,0,0,0,0,0,0,0
"2236","XLOC_002236",6.46605,7.57518,10.6274,16.4503,16.3853,16.9837,16.798,15.3977,12.93,11.5056,16.4165,13.2478
"2237","XLOC_002237",0.660738,0.134419,0.32365,1.51731,1.66893,1.94635,0.591352,1.83633,1.19832,0.360533,0.886659,1.09325
"2238","XLOC_002238",90.7163,56.0334,39.8015,26.6524,28.1315,33.4252,45.2875,36.8944,35.0647,41.5211,34.7975,31.7989
"2239","XLOC_002239",110.917,112.975,90.1604,38.0982,41.2546,48.7788,43.968,38.5691,44.5962,82.692,57.7797,60.3102
"2240","XLOC_002240",3.58275,2.19609,3.22502,1.21796,1.31732,1.72698,0.808601,1.04955,1.44841,3.17848,2.45489,1.28469
"2241","XLOC_002241",0.803497,0,0,0,0,0,0,0,0,0.143076,0,0
"2242","XLOC_002242",0.400819,0.315434,0.533575,0.599636,0.486003,0.612913,0.839692,0.159352,0.819458,0.712617,1.02487,0.43401
"2243","XLOC_002243",4.51515,3.32151,3.45932,2.06014,2.35945,1.80929,2.02624,1.41294,1.68075,3.67389,3.09464,1.79091
"2244","XLOC_002244",1.01469,1.01076,1.86117,3.39739,3.54425,2.2339,3.22783,4.12787,4.06482,1.38538,2.13451,2.45508
"2245","XLOC_002245",49.1443,47.6455,55.2393,26.9364,29.5579,31.5514,37.0628,37.8421,40.2308,50.6691,34.9424,39.2966
"2246","XLOC_002246",15.513,11.8386,15.1037,16.0381,15.0691,14.1739,15.7687,17.2177,15.338,12.7523,17.7015,16.0402
"2247","XLOC_002247",6.43035,5.16722,7.28904,12.8688,11.7567,12.5815,17.7406,16.3232,12.9682,8.08164,10.6092,10.5673
"2248","XLOC_002248",3.40154,10.7397,0.713804,6.02161,2.76549,6.58306,6.64938,4.84229,5.56533,9.75279,2.61079,6.03543
"2249","XLOC_002249",7.42487,7.03946,7.41133,6.52679,6.72077,6.31818,3.92173,3.30273,3.99355,9.57553,5.74833,5.11758
"2250","XLOC_002250",18.6301,33.6119,22.3399,5.86313,10.5785,8.82983,9.9717,4.78575,2.19684,31.6134,13.9587,16.5995
"2251","XLOC_002251",0,0.21078,0,0,0,0,0,0,0,0,0,0
"2252","XLOC_002252",14.9979,14.3825,14.2388,16.6896,12.0019,16.5193,24.8456,21.5963,16.1235,12.8513,13.9778,14.3321
"2253","XLOC_002253",0,0,0,0.350557,0.178886,0.410617,0,0.148369,0,0,0,0.079855
"2254","XLOC_002254",7.55444,8.61052,5.21821,8.32121,7.44983,8.18038,6.69156,10.1603,4.67675,4.51247,7.30824,10.1038
"2255","XLOC_002255",28.5364,23.8456,29.7781,22.9793,21.7234,22.6486,31.0183,32.4235,28.2131,24.2364,22.2144,22.3652
"2256","XLOC_002256",0.556561,0.357025,0.244533,2.14297,2.11446,1.78265,1.34313,2.27436,3.26195,0.560143,0.326647,0.331829
"2257","XLOC_002257",21.9031,21.8164,20.7742,20.0418,23.5812,24.3333,17.7992,13.994,24.0033,22.199,13.7227,13.4487
"2258","XLOC_002258",0,0.391906,0,0,0.151375,0,0.716561,0,1.48199,0,0.803851,0
"2259","XLOC_002259",0,0.120827,0,0,0,0,0,0,0,0,0,0
"2260","XLOC_002260",12.6297,19.9672,7.90458,1.41599,1.16942,1.6586,1.09942,0.993583,2.01053,8.82657,6.3312,5.70416
"2261","XLOC_002261",0,0.0158139,0,0.0797999,0.0488653,0.0560831,0.0247835,0,0,0,0.0908219,0
"2262","XLOC_002262",0,0,0,0.159669,0,0,0,0,0,0,0,0
"2263","XLOC_002263",76.6742,114.807,79.6082,108.561,118.093,121.373,80.9017,105.4,142.056,86.1533,68.9346,91.9165
"2264","XLOC_002264",57.0664,55.4851,63.8474,72.6342,75.4837,71.5253,34.3696,39.9038,40.389,68.3378,82.7194,61.3927
"2265","XLOC_002265",26.0646,23.9567,34.0783,24.7415,23.9928,24.668,27.8216,24.3983,26.3488,28.082,24.2382,32.588
"2266","XLOC_002266",56.3465,43.6833,38.719,18.7606,24.104,28.5514,28.5772,24.8412,40.4595,38.1362,28.1057,29.396
"2267","XLOC_002267",44.1665,39.8713,55.1553,45.7867,44.8046,47.4188,75.1549,55.1086,66.0884,47.4954,51.106,44.8234
"2268","XLOC_002268",15.9321,16.8978,16.4806,16.9333,20.5133,18.9561,17.188,15.788,14.5013,16.8388,20.4286,15.5486
"2269","XLOC_002269",9.1656,11.6086,10.0232,16.3786,14.9381,15.6043,13.5718,15.1943,14.5621,12.9282,13.0664,12.1292
"2270","XLOC_002270",11.3827,18.694,8.20982,2.62701,6.64174,4.19603,3.50248,3.73986,3.01257,8.63391,3.7535,4.84175
"2271","XLOC_002271",0.100125,0.257584,0.210111,0.0472662,0.271344,0.276821,0.269124,0.150036,0.425041,0.102528,0.288186,0.161505
"2272","XLOC_002272",118.94,97.7001,124.157,119.674,135.107,126.608,146.7,122.054,119.954,112.73,144.36,119.696
"2273","XLOC_002273",20.9104,32.4621,30.4639,46.3065,37.303,43.7045,23.7824,31.0698,33.1912,26.0538,42.1831,46.6212
"2274","XLOC_002274",1.75529,1.93185,2.21007,6.67772,7.0876,7.36505,5.3224,5.44623,5.02237,3.17189,4.91349,4.96317
"2275","XLOC_002275",81.1592,117.973,71.3974,64.3748,82.3996,70.5495,60.3755,66.0355,98.5598,76.1865,77.7439,94.3857
"2276","XLOC_002276",1.33672,1.12553,0.168301,1.00966,0.289853,0.295657,0.424643,1.24119,0.827509,0.383295,0.461722,0.388143
"2277","XLOC_002277",23.3001,32.6099,22.7832,19.7816,22.9691,21.2646,13.949,16.7123,18.2363,22.6633,24.611,21.5771
"2278","XLOC_002278",10.8051,14.3342,13.5278,20.8066,17.1834,18.6329,20.0033,22.9606,18.3885,9.4266,16.4929,15.0066
"2279","XLOC_002279",1135.99,1209.69,934.872,495.011,498.518,552.987,644.95,521.448,543.145,922.113,760.291,758.99
"2280","XLOC_002280",36.9797,34.8518,34.2475,55.9536,60.5285,63.8232,45.7047,45.4251,44.428,35.1614,46.669,40.3886
"2281","XLOC_002281",11.2767,10.8258,9.69241,22.277,20.0694,17.9516,18.6042,17.5198,16.1338,11.4531,17.6236,17.7171
"2282","XLOC_002282",5.13436,4.50669,3.83087,9.75495,7.5584,7.29036,7.43462,9.04254,5.13501,4.36181,6.03281,6.1347
"2283","XLOC_002283",36.6712,30.0019,32.6482,25.1029,30.9361,28.153,25.2271,20.6994,23.7713,29.945,23.7049,18.5845
"2284","XLOC_002284",193.424,371.935,241.735,252.912,301.319,251.373,117.468,178.067,211.142,282.111,246.531,418.184
"2285","XLOC_002285",9.47416,9.40278,11.7759,31.4506,34.1236,32.3729,24.9305,30.6366,21.7011,12.9849,22.4211,21.8455
"2286","XLOC_002286",50.636,47.48,50.9081,33.5361,41.1985,29.0622,23.0482,24.9976,34.6307,25.1345,31.7793,31.1681
"2287","XLOC_002287",33.4014,33.5973,23.7401,45.8962,39.258,37.4548,37.9781,44.592,38.7679,30.2657,33.7657,33.627
"2288","XLOC_002288",6.96059,5.99758,6.68081,2.78216,3.13479,3.24007,2.65157,2.19705,3.10746,6.92612,5.02225,3.76919
"2289","XLOC_002289",0,0,0,0,0,0,0,0,0,0,0,0
"2290","XLOC_002290",0,0,0,0,0,0,0,0,0,0,0,0
"2291","XLOC_002291",2.90968,2.14341,3.43347,4.53908,3.06782,3.90178,4.13862,3.38698,4.34601,3.33932,3.1611,2.94754
"2292","XLOC_002292",65.8626,78.5502,63.4649,83.0274,73.0671,74.5239,89.7972,122.741,129.501,70.0745,75.8898,84.8255
"2293","XLOC_002293",364.285,387.108,308.304,232.768,303.181,277.361,172.616,175.324,198.013,328.346,303.644,294.31
"2294","XLOC_002294",2.57794,2.77299,4.0771,10.6938,8.3381,8.32949,8.65629,9.67326,8.59608,3.3126,4.94116,5.86058
"2295","XLOC_002295",0,0.0694475,0,0.0700891,0.0536486,0,0.108838,0,0,0.182441,0,0.0478977
"2296","XLOC_002296",32.6462,37.5731,34.2241,78.4915,63.6224,74.0693,56.2897,65.1739,54.1592,40.3734,60.9176,66.8747
"2297","XLOC_002297",30.8022,41.9436,34.3191,29.7943,33.6602,38.3666,19.9223,16.9003,18.6502,29.0792,30.5548,29.0994
"2298","XLOC_002298",13.6004,13.2997,12.5709,25.3786,28.9491,28.3116,16.745,20.2852,20.3333,13.5576,17.9637,17.9576
"2299","XLOC_002299",2.40128,2.15875,1.97032,1.04776,1.21759,1.30634,1.4023,1.16239,1.29717,2.78994,1.22946,1.24328
"2300","XLOC_002300",0,0,0,0,0,0,0,0.82364,0,0,0,0
"2301","XLOC_002301",9.26123,6.7025,7.95269,2.89024,3.27643,2.87118,3.42025,1.87672,2.67325,8.74538,3.34596,4.0378
"2302","XLOC_002302",0,0,0,0,0,0,0,0,0,0,0,0
"2303","XLOC_002303",0,0,0.110819,0.124649,0,0,0.0645204,0,0,0.216305,0,0
"2304","XLOC_002304",0.850092,1.4796,1.12846,3.35461,3.00043,3.05599,2.2455,4.5092,2.78358,0.744938,1.79347,1.55627
"2305","XLOC_002305",54.1344,82.6605,45.3465,24.9277,38.6093,38.2012,31.1438,34.4654,46.4719,45.318,48.5881,48.6085
"2306","XLOC_002306",196.565,283.73,113.404,72.0467,83.3772,68.8455,55.0413,59.4746,78.7087,122.998,95.8638,139.909
"2307","XLOC_002307",16.504,10.7108,9.66159,7.79481,5.28139,6.4656,5.26792,4.63592,4.45959,11.1253,10.7674,8.99846
"2308","XLOC_002308",55.147,42.6379,53.5788,39.5866,42.0729,41.2678,50.0541,44.0789,40.8223,47.48,51.9021,48.5037
"2309","XLOC_002309",418.49,530.505,369.931,670.97,682.587,678.516,678.238,801.35,769.73,446.11,527.167,621.638
"2310","XLOC_002310",23.9656,29.9122,41.5329,72.0299,69.0538,64.8243,58.2009,75.3978,78.9726,35.7761,48.17,47.4853
"2311","XLOC_002311",2.16854,3.63651,3.02236,2.66552,1.95196,3.84626,2.33966,3.25525,2.69235,4.29045,4.39675,3.6168
"2312","XLOC_002312",95.8003,125.206,60.6076,101.314,85.8498,91.5106,115.81,108.135,94.8225,62.2794,87.0452,99.7465
"2313","XLOC_002313",52.6368,62.2676,55.8566,82.0356,70.2372,80.4306,97.5006,107.322,106.84,45.4234,70.7656,76.7319
"2314","XLOC_002314",6.20111,7.84906,6.71529,27.2205,24.4109,20.3502,21.2175,25.245,16.6361,8.40761,14.5491,12.9373
"2315","XLOC_002315",2.67543,1.93191,3.86295,5.71457,5.67829,5.21627,6.07588,6.59119,6.12598,1.98407,3.5677,4.39729
"2316","XLOC_002316",0.46257,0.133146,0.47788,0.503922,0.360003,0.511556,0.147431,0.0533154,0.296227,0.349785,0.873944,0.275495
"2317","XLOC_002317",13.952,14.7473,15.5293,33.5344,34.8936,33.9085,28.7813,28.9466,38.3312,17.3686,22.8975,19.2242
"2318","XLOC_002318",11.9857,16.7882,18.6103,17.9909,17.7914,16.4339,15.0953,15.9647,14.7295,16.9533,19.816,21.3249
"2319","XLOC_002319",344.316,417.628,316.727,176.973,184.996,207.31,187.705,167.362,268.245,333.115,267.765,322.346
"2320","XLOC_002320",54.5277,73.2747,55.3792,56.7437,60.3063,64.4665,61.6877,60.5819,46.3055,45.9026,63.24,64.7267
"2321","XLOC_002321",35.2975,28.7512,30.1187,15.965,18.6183,19.0365,13.4659,8.96609,13.5798,32.4715,28.195,18.634
"2322","XLOC_002322",0.289145,0.515929,0.330602,0.0495825,0,0.0580751,0.115544,0.204667,0.0464429,0.172395,0.0404351,0.0508257
"2323","XLOC_002323",0.20689,0.967726,0.0694647,0.156267,0,0.366079,0.0404432,1.06647,0.219566,0.30507,0,0.293673
"2324","XLOC_002324",1.77105,0.828412,1.52423,2.34968,2.18659,2.13511,1.78077,2.03138,1.41131,1.23045,1.84973,1.69526
"2325","XLOC_002325",35.2418,28.2723,35.9065,69.013,60.835,58.7042,61.4191,61.131,49.1016,33.5331,53.3665,45.0122
"2326","XLOC_002326",53.0113,41.5467,41.6276,41.9426,43.3779,46.1885,49.056,43.7103,40.0112,36.0813,44.3731,37.9404
"2327","XLOC_002327",415.389,578.294,560.963,305.702,314.535,388.279,175.673,188.166,279.631,555.268,342.892,482.032
"2328","XLOC_002328",6.78337,5.52188,8.93645,17.915,16.1694,14.6275,13.3811,15.4671,13.7256,7.22776,12.3342,12.5219
"2329","XLOC_002329",9055.21,9331.05,8728.3,5048.96,3657.52,5015.83,2818.49,3538.31,5904.36,10042.7,7143.92,7357.51
"2330","XLOC_002330",0.4901,0.504335,0.411385,0.0925445,0.247942,0.0542,0.167898,0.352613,0.433878,0.240892,0.413902,0.47438
"2331","XLOC_002331",22.0552,22.065,22.6161,22.3374,22.4112,24.7889,22.0553,20.8045,25.6485,21.6697,17.4208,17.4317
"2332","XLOC_002332",0.591432,1.65985,1.60389,3.00674,2.59737,2.86781,1.08966,2.18163,2.65593,2.08706,0.698483,0.763245
"2333","XLOC_002333",400.115,298.703,263.206,360.474,305.519,339.258,614.862,483.243,437.619,287.907,389.03,420.508
"2334","XLOC_002334",5.76508,9.70778,12.5818,8.70886,4.9997,11.476,16.3438,13.8233,3.47219,6.13952,12.3911,6.3241
"2335","XLOC_002335",15.263,20.6767,15.1793,24.443,28.2318,27.4342,23.7181,28.6963,41.2131,12.5983,17.6168,25.754
"2336","XLOC_002336",1.49913,0.684114,0.828675,0.897565,0.594543,0.363926,0.562876,1.00815,0.446252,0.539157,0.547252,0.507219
"2337","XLOC_002337",2.54514,3.98675,3.42676,4.35888,4.40752,3.56326,3.41142,2.32591,4.40299,6.74874,2.45752,2.5633
"2338","XLOC_002338",0.739492,0.345896,0,0,0.623483,0.408901,0.301161,0,1.308,0.302893,0,0.159043
"2339","XLOC_002339",2.13818,2.0933,3.73562,5.82148,5.30044,4.89418,4.98154,6.87003,6.02402,2.17929,5.07603,3.57727
"2340","XLOC_002340",3.24721,1.64935,3.68291,5.96041,6.90276,7.79469,5.0148,6.79778,4.91501,3.14739,4.61414,4.61871
"2341","XLOC_002341",6.58346,3.8402,6.37127,2.12066,3.19047,2.14136,2.27108,4.0854,3.75371,7.80417,3.62629,6.6964
"2342","XLOC_002342",15.6842,21.5405,13.7721,5.25111,6.27022,7.50392,6.79516,5.63397,12.6511,15.6277,9.13533,14.4617
"2343","XLOC_002343",78.4252,64.0979,55.0703,11.0115,18.0738,19.3473,21.7144,19.8618,29.4241,45.1848,24.8545,38.8736
"2344","XLOC_002344",29.8511,18.7075,8.51444,3.92201,4.11907,5.12812,5.57096,7.00653,5.39963,15.432,4.30059,9.97295
"2345","XLOC_002345",4.03943,7.40816,6.41878,28.9437,37.4261,34.859,10.6816,17.1661,33.0492,7.80005,7.53108,14.0561
"2346","XLOC_002346",7.21172,4.91141,8.35029,8.01227,7.05927,7.34097,8.63348,6.86719,8.17931,7.34558,8.21442,7.79947
"2347","XLOC_002347",2.18109,1.96062,1.98046,2.42631,2.2172,2.19236,2.26455,1.69843,2.44396,3.20485,2.18891,1.99576
"2348","XLOC_002348",25.9381,19.4296,28.0082,51.7564,48.6498,52.8423,63.7669,68.0918,52.4822,26.0832,45.8695,41.3261
"2349","XLOC_002349",31.3035,26.4339,46.7754,50.5077,58.9168,57.4086,51.7888,40.2124,39.0304,41.4143,51.3792,50.4373
"2350","XLOC_002350",37.5666,26.2434,36.0234,38.3601,40.7823,42.7646,50.2682,51.3986,44.6067,36.4278,45.6955,39.2564
"2351","XLOC_002351",24.7661,18.8092,20.7005,16.3135,17.1411,18.2399,21.4942,15.692,19.7265,18.9156,22.063,20.3035
"2352","XLOC_002352",0,0.151688,0.0583305,0,0.10044,0.0256168,0.045281,0.0277685,0,0.0569269,0,0
"2353","XLOC_002353",0,6.40142,0,1.3844,0,2.16212,0.23887,1.75779,1.03745,3.20318,3.75147,0.946115
"2354","XLOC_002354",8.91394,11.9789,13.6728,21.876,18.5493,18.3357,17.3258,16.2453,12.8705,12.8205,15.9348,16.2987
"2355","XLOC_002355",9.33824,9.06949,8.26871,3.80861,4.67888,5.16357,2.3744,2.70513,3.1379,10.8814,5.22588,4.64467
"2356","XLOC_002356",2.07435,1.79965,1.9079,0.554327,0.594016,0.662279,0.585044,0.429336,0.573244,1.57756,1.23392,1.04124
"2357","XLOC_002357",53.3587,54.3914,51.0982,37.4226,37.9095,36.3767,49.0685,46.2001,57.3068,45.1242,39.9615,46.7213
"2358","XLOC_002358",177.106,212.683,98.583,113.063,111.067,127.158,146.744,167.223,188.497,117.654,112.712,149.637
"2359","XLOC_002359",0,0,0,0,0,0,0,0,0,0,0,0
"2360","XLOC_002360",0,0,0,0,0,0.105796,0,0,0,0,0,0
"2361","XLOC_002361",1.30897,1.43065,2.30626,0.893238,0.852303,0.644963,0.804373,0.357337,0.449303,1.62437,1.57167,0.769302
"2362","XLOC_002362",15.9012,8.55123,14.9687,18.7801,19.9084,15.5546,25.8014,26.0123,22.1764,11.7048,14.5337,20.3107
"2363","XLOC_002363",7.26369,10.698,8.16071,11.7464,10.5525,11.6992,9.12025,9.17649,9.0133,6.95735,9.86367,10.5028
"2364","XLOC_002364",0.77206,0,0,0.54709,0,0.426909,0.0943272,0,0,0,0,0.124535
"2365","XLOC_002365",44.0044,34.7953,30.8707,20.4986,24.5668,26.9586,24.8582,21.4501,24.1305,25.92,20.9805,18.6646
"2366","XLOC_002366",3.22958,1.66467,1.88409,0.999833,0.889128,0.920655,1.2605,0.463379,0.712023,2.30907,2.01458,1.19353
"2367","XLOC_002367",0.22187,0,0,0,0.16034,0.0817885,0.216858,0,0.183139,0,0,0.0477176
"2368","XLOC_002368",19.9305,20.9553,27.6469,35.8019,40.4761,35.4243,26.2801,23.5902,17.9214,27.9429,37.2661,34.8692
"2369","XLOC_002369",0.65329,0.876868,1.10865,1.60903,1.23161,1.38212,2.01276,1.22581,1.55243,1.36119,1.14455,1.46612
"2370","XLOC_002370",23.9406,17.3543,11.7838,5.08869,4.98205,7.62393,8.8821,9.01561,11.5287,15.7101,8.46605,9.62387
"2371","XLOC_002371",2.76478,2.72308,4.70767,6.73483,7.39524,6.11502,4.53305,5.1293,4.5937,4.33368,6.84387,5.42103
"2372","XLOC_002372",373.865,424.071,493.338,546.764,478.665,530.972,514.552,516.811,681.327,526.476,531.638,592.024
"2373","XLOC_002373",0,0,0,7.62894,0,17.872,0,0,0,0,0,10.427
"2374","XLOC_002374",0,0,0,47.0316,0,73.4525,0,0,0,0,0,0
"2375","XLOC_002375",0,13.9558,0,7.04235,26.9523,0,3.64525,0,0,48.8856,0,0
"2376","XLOC_002376",0,0,0,6.68372,51.1595,15.6576,6.91923,16.9762,40.072,0,0,0
"2377","XLOC_002377",0,0,0,0,0,0,0,0,0,0,0,31.9728
"2378","XLOC_002378",0,26.4901,0,0,0,0,0,0,0,0,0,0
"2379","XLOC_002379",0,0,0,0,0,0,0,0,0,0,0,0
"2380","XLOC_002380",0,0,0,0,0,0,0,0,0,0,0,0
"2381","XLOC_002381",0,0,0,0,0,0,0,0,0,0,0,0
"2382","XLOC_002382",0,0,0,0,0,0,0,0,0,0,0,0
"2383","XLOC_002383",0,0,0,0,0,0,0,0,0,0,0,0
"2384","XLOC_002384",0,0,0,0,0,0,0,0,0,0,0,0
"2385","XLOC_002385",0,0,0,0,0,0,0,0,0,0,0,4.02239
"2386","XLOC_002386",0,0,0,0,0,12.8063,11.3184,0,0,14.2315,0,0
"2387","XLOC_002387",4.74183,3.66626,5.56178,12.6517,12.2167,12.5756,11.3915,10.864,8.61474,5.18415,10.1542,7.46984
"2388","XLOC_002388",8.97194,6.95445,7.01445,1.98456,3.22339,2.89153,2.00438,1.29065,1.86806,10.3737,4.44649,2.48094
"2389","XLOC_002389",0,0,0,0,0,0,0.100973,0,0,0,0,0
"2390","XLOC_002390",0,0,0,0,0,0,0,0,0,0.56503,0,0
"2391","XLOC_002391",4.11158,2.47877,0.997021,0.862646,0.13206,0.505221,0.178609,0.38336,0.193933,1.57182,2.59475,1.35589
"2392","XLOC_002392",1.64227,1.20712,0,0.110752,0.0282578,0.345938,0.6306,0.140623,0.207487,1.02501,0.420164,0.100915
"2393","XLOC_002393",0,0,0,0,0.168626,0,0.342095,0.0699296,0,0,0,0.376374
"2394","XLOC_002394",2.74637,1.61505,3.11209,7.1205,7.71646,6.025,6.8532,8.68148,5.55165,3.67475,5.23441,5.39835
"2395","XLOC_002395",0.0462939,0.259797,0.116647,0.0437159,0.267583,0,0.407137,0.110971,0.278345,0.189585,0,0.179176
"2396","XLOC_002396",26.893,25.7937,31.5236,48.4091,41.6183,46.2636,64.7179,62.0356,53.1175,28.4283,38.155,33.5202
"2397","XLOC_002397",0.810296,0.866352,3.30373,0.874338,1.75672,0.128041,0.792023,2.42835,1.71939,0.568784,0.0889132,0.223549
"2398","XLOC_002398",20.756,31.6257,13.667,1.1735,0.898249,0.824728,1.88301,0.372515,1.18719,15.9851,6.39151,6.41536
"2399","XLOC_002399",100.388,100.424,83.4991,105.084,127.246,149.693,84.6082,84.2888,139.333,82.1953,82.4028,80.9619
"2400","XLOC_002400",0.138271,0,0,0,0,0,0,0,0.684802,0.226542,0,0
"2401","XLOC_002401",5.85038,5.73461,8.31438,9.17383,8.42553,9.0676,11.422,10.918,8.66092,7.79893,10.0313,8.87885
"2402","XLOC_002402",0.246874,0.164964,0,0,0.152923,0,0.0689418,0,0.0623809,0,0,0
"2403","XLOC_002403",1.3513,0.9481,0.668407,13.0543,14.0728,19.3204,11.9341,11.3539,23.304,0.691858,0.555623,0.420366
"2404","XLOC_002404",180.048,191.269,144.944,86.0162,94.3149,131.728,96.6151,69.023,97.2956,145.09,121.88,129.509
"2405","XLOC_002405",0.201484,0.438063,0.890928,0.158523,0.293283,0.207141,0.344633,0.0533799,0.419651,0.613758,0.12887,0.140993
"2406","XLOC_002406",25.7923,19.8667,29.7684,34.1089,29.8321,32.9974,39.086,36.8183,33.956,24.4353,30.4878,28.6049
"2407","XLOC_002407",35.8206,35.495,40.4468,51.4168,53.2511,52.9475,55.1181,59.1805,51.3231,41.5752,48.6885,50.1248
"2408","XLOC_002408",8.70099,6.8353,13.0621,20.3794,20.3957,16.2224,16.5727,18.1533,13.4368,9.64079,13.5278,14.6827
"2409","XLOC_002409",0.631138,0.714739,0.473987,3.51293,4.4745,2.67298,2.68604,2.87766,1.32356,0.544224,2.38882,1.5595
"2410","XLOC_002410",45.9872,53.1647,75.6364,80.1037,97.2983,88.4316,76.7924,63.4892,71.2902,62.223,87.015,74.0542
"2411","XLOC_002411",60.2903,62.0583,64.0061,44.6151,42.613,46.1762,40.4899,33.0698,38.8663,62.1194,53.596,52.8454
"2412","XLOC_002412",7.94895,5.85981,8.90114,8.42094,7.40515,7.5107,9.89888,9.37606,9.7607,7.29258,7.96929,6.98475
"2413","XLOC_002413",0.859491,1.21905,1.97817,3.74328,4.00732,3.986,2.34408,2.16041,3.54072,1.58988,1.48962,3.25576
